Número d'expedient,Codi districte,Nom districte,NK barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripció dia setmana,Dia de setmana,Descripció tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripció torn,Descripció causa vianant,Número de morts,Número de lesionats lleus,Número de lesionats greus,Número de víctimes,Número de vehicles implicats,Coordenada UTM (Y),Coordenada UTM (X)
2010S007464,10,Sant Martí,102-10-72,Sant Martí de Provençals,169409,Corts Catalanes,1039 1039,Dimecres,3,Laboral,2010,11,Novembre,3,12,Matí,Desconegut,0,0,1,1,2,"4585084,58","433214,70"
2010S001994,10,Sant Martí,101-10-64,el Camp de l'Arpa del Clot,209900,Meridiana,0135B0135B,Dilluns,1,Laboral,2010,3,Març,22,15,Tarda,Desconegut,0,1,0,1,3,"4584566,28","432013,58"
2010S006543,10,Sant Martí,101-10-65,el Clot,115603,Espronceda,0287 0291,Dimarts,2,Laboral,2010,9,Setembre,28,09,Matí,Desconegut,0,4,0,4,2,"4585010,02","432569,36"
2010S004478,10,Sant Martí,101-10-65,el Clot,81603,Clot,0130 0142,Dilluns,1,Laboral,2010,6,Juny,28,13,Matí,Desconegut,0,1,0,1,1,"4584609,50","432244,78"
2010S000278,10,Sant Martí,101-10-65,el Clot,209900,Meridiana,0156 0156,Dijous,4,Laboral,2010,1,Gener,14,00,Nit,Desconegut,0,1,0,1,2,"4584638,62","432067,35"
2010S008914,10,Sant Martí,101-10-65,el Clot,209900,Meridiana,0158 0158,Dijous,4,Laboral,2010,12,Desembre,23,20,Tarda,Desconegut,0,1,0,1,2,"4584689,55","432067,47"
2010S005430,10,Sant Martí,101-10-65,el Clot,209900,Meridiana,0158 0158,Dimecres,3,Laboral,2010,8,Agost,4,11,Matí,Desconegut,0,1,0,1,2,"4584689,55","432067,47"
2010S001879,10,Sant Martí,103-10-70,el Besòs i el Maresme,701266,Litoral (Llobregat),000580000,Dijous,4,Laboral,2010,3,Març,18,09,Matí,Desconegut,0,1,0,1,4,"4584270,79","434777,74"
2010S008514,10,Sant Martí,103-10-70,el Besòs i el Maresme,701278,Taulat,0280X0280X,Divendres,5,Laboral,2010,12,Desembre,10,20,Tarda,Desconegut,0,1,0,1,2,"4584682,77","434768,06"
2010S004560,10,Sant Martí,102-10-73,la Verneda i la Pau,57802,Camp Arriassa,0087 0087,Dimecres,3,Laboral,2010,6,Juny,30,13,Matí,Desconegut,0,1,0,1,3,"4586127,38","433451,64"
2010S004427,10,Sant Martí,102-10-73,la Verneda i la Pau,60807,Cantàbria,0053 0055,Divendres,5,Laboral,2010,6,Juny,25,14,Tarda,Desconegut,0,3,0,3,2,"4585957,44","432990,22"
2010S008354,10,Sant Martí,102-10-72,Sant Martí de Provençals,60807,Cantàbria,0001 0001,Divendres,5,Laboral,2010,12,Desembre,3,15,Tarda,Desobeir el senyal del semàfor,0,1,0,1,1,"4585391,11","433506,17"
2010S005355,10,Sant Martí,102-10-73,la Verneda i la Pau,153205,Guipúscoa,0123 0125,Dissabte,6,Laboral,2010,7,Juliol,31,15,Tarda,Desconegut,0,1,0,1,2,"4585814,97","433409,45"
2010S007118,10,Sant Martí,102-10-73,la Verneda i la Pau,270107,Puigcerdà,0252 0268,Dimecres,3,Laboral,2010,10,Octubre,20,17,Tarda,Desconegut,0,1,0,1,2,"4585777,85","433359,28"
2010S004404,10,Sant Martí,102-10-73,la Verneda i la Pau,195409,Maresme,0220 0220,Dijous,4,Laboral,2010,6,Juny,24,00,Nit,Desconegut,0,0,0,0,1,"4585728,89","433586,62"
2010S003155,10,Sant Martí,102-10-73,la Verneda i la Pau,208205,Menorca,0088X0088X,Diumenge,7,Laboral,2010,5,Maig,9,21,Tarda,Desconegut,0,1,0,1,3,"4585895,75","433167,73"
2010S008620,10,Sant Martí,102-10-72,Sant Martí de Provençals,3406,Agricultura,0260 0260,Dimarts,2,Laboral,2010,12,Desembre,14,16,Tarda,Desconegut,0,1,0,1,2,"4585552,39","433208,92"
2010S009034,10,Sant Martí,102-10-72,Sant Martí de Provençals,3406,Agricultura,0260 0260,Dijous,4,Laboral,2010,12,Desembre,30,12,Matí,Desconegut,0,1,0,1,2,"4585552,39","433208,92"
2010S005905,10,Sant Martí,103-10-71,Provençals del Poblenou,249304,Pere IV,0414 0414,Dimecres,3,Laboral,2010,9,Setembre,1,14,Tarda,Desconegut,0,1,0,1,2,"4584790,32","433531,44"
2010S005265,10,Sant Martí,103-10-71,Provençals del Poblenou,249304,Pere IV,0414 0414,Dimecres,3,Laboral,2010,7,Juliol,28,08,Matí,Desconegut,0,2,0,2,2,"4584790,32","433531,44"
2010S009000,10,Sant Martí,103-10-71,Provençals del Poblenou,94300,Cristóbal de Moura,0024 0030,Dimarts,2,Laboral,2010,12,Desembre,28,16,Tarda,Desconegut,0,0,0,0,2,"4584402,51","433413,44"
2010S000945,10,Sant Martí,103-10-70,el Besòs i el Maresme,266405,Prim,0154U0154U,Dimarts,2,Laboral,2010,2,Febrer,9,06,Matí,Desconegut,0,3,0,3,1,"4585585,89","433947,77"
2010S004944,10,Sant Martí,104-10-68,el Poblenou,55501,Calvell,0035 0035,Dijous,4,Laboral,2010,7,Juliol,15,19,Tarda,Desconegut,0,1,0,1,2,"4583299,96","433726,08"
2010S003205,10,Sant Martí,104-10-68,el Poblenou,55501,Calvell,0057 0057,Dimarts,2,Laboral,2010,5,Maig,11,10,Matí,Desconegut,0,1,0,1,2,"4583390,54","433784,18"
2010S004755,10,Sant Martí,104-10-68,el Poblenou,367504,Doctor Trueta,0121 0121,Dijous,4,Laboral,2010,7,Juliol,8,11,Matí,Desconegut,0,2,0,2,2,"4582913,99","432984,34"
2010S005476,10,Sant Martí,104-10-68,el Poblenou,367504,Doctor Trueta,0121 0121,Divendres,5,Laboral,2010,8,Agost,6,17,Tarda,Desconegut,0,2,0,2,3,"4582913,99","432984,34"
2010S003041,10,Sant Martí,103-10-71,Provençals del Poblenou,701414,C-31,020750000,Dimarts,2,Laboral,2010,5,Maig,4,18,Tarda,Desconegut,0,1,0,1,1,"4585044,97","433272,71"
2010S007801,10,Sant Martí,103-10-71,Provençals del Poblenou,244800,Paraguai,0042 0042,Dilluns,1,Laboral,2010,11,Novembre,15,15,Tarda,Desconegut,0,1,0,1,2,"4585416,41","433856,63"
2010S006473,10,Sant Martí,103-10-71,Provençals del Poblenou,701414,C-31,020710000,Divendres,5,Laboral,2010,9,Setembre,24,20,Tarda,Desconegut,0,0,1,1,1,"4584767,14","432988,19"
2010S008355,10,Sant Martí,103-10-71,Provençals del Poblenou,701414,C-31,020830000,Divendres,5,Laboral,2010,12,Desembre,3,14,Tarda,Desconegut,0,1,0,1,4,"4585603,84","433842,81"
2010S008999,10,Sant Martí,103-10-71,Provençals del Poblenou,253902,Perú,0141 0141,Dimarts,2,Laboral,2010,12,Desembre,28,15,Tarda,Desconegut,0,2,0,2,2,"4584589,28","432965,30"
2010S004727,10,Sant Martí,104-10-69,Diagonal Mar i el Front Marítim del Poblenou,30409,Bac de Roda,0098X0098X,Dimecres,3,Laboral,2010,7,Juliol,7,16,Tarda,Desconegut,0,1,0,1,2,"4584310,62","433477,86"
2010S003876,10,Sant Martí,104-10-68,el Poblenou,115603,Espronceda,0073 0081,Dimecres,3,Laboral,2010,8,Agost,11,22,Nit,Desconegut,0,1,0,1,2,"4583964,70","433596,41"
2010S003098,10,Sant Martí,104-10-68,el Poblenou,701278,Taulat,0171X0171X,Dijous,4,Laboral,2010,5,Maig,6,20,Tarda,Desconegut,0,1,0,1,2,"4583586,71","433758,92"
2010S005987,10,Sant Martí,104-10-68,el Poblenou,249304,Pere IV,0209 0211,Divendres,5,Laboral,2010,9,Setembre,3,16,Tarda,Desconegut,0,1,0,1,1,"4584070,11","433106,72"
2010S008460,10,Sant Martí,104-10-68,el Poblenou,346800,Poblenou,0052 0052,Dijous,4,Laboral,2010,12,Desembre,9,11,Matí,Desconegut,0,2,0,2,1,"4583497,66","433337,37"
2010S005099,10,Sant Martí,104-10-68,el Poblenou,249304,Pere IV,0194 0200,Dijous,4,Laboral,2010,7,Juliol,22,08,Matí,Desconegut,0,1,0,1,2,"4583823,02","432977,82"
2010S005184,10,Sant Martí,104-10-68,el Poblenou,270901,Pujades,0157 0157,Diumenge,7,Laboral,2010,7,Juliol,25,08,Matí,Desconegut,0,1,0,1,1,"4583586,81","433100,53"
2010S001219,10,Sant Martí,104-10-68,el Poblenou,701265,Litoral (Besòs),000780000,Dijous,4,Laboral,2010,2,Febrer,18,14,Tarda,Desconegut,0,2,0,2,4,"4582759,64","433464,09"
2010S000577,10,Sant Martí,104-10-68,el Poblenou,346800,Poblenou,0094 0096,Dimecres,3,Laboral,2010,1,Gener,13,20,Tarda,Desconegut,0,0,0,0,1,"4583712,23","433128,54"
2010S006730,10,Sant Martí,104-10-68,el Poblenou,14209,Amistat,0035 0035,Dilluns,1,Laboral,2010,10,Octubre,4,17,Tarda,Desconegut,0,1,0,1,2,"4583542,46","433645,64"
2010S003409,10,Sant Martí,104-10-68,el Poblenou,42306,Bilbao,0119 0119,Dimarts,2,Laboral,2010,5,Maig,18,12,Matí,Desconegut,0,1,0,1,2,"4584057,72","433134,57"
2010S000291,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,4908,Àlaba,0056 0056,Dijous,4,Laboral,2010,1,Gener,14,13,Matí,Desconegut,0,1,0,1,2,"4583021,44","432691,98"
2010S002180,10,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,197302,Marina,0072 0072,Dimarts,2,Laboral,2010,3,Març,30,12,Matí,Desconegut,0,4,0,4,2,"4582621,09","432339,20"
2010S000007,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,11200,Almogàvers,0116 0116,Divendres,5,Laboral,2010,1,Gener,1,21,Tarda,Desconegut,0,2,0,2,2,"4583163,24","432318,76"
2010S008205,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,11200,Almogàvers,0136 0138,Dilluns,1,Laboral,2010,11,Novembre,29,09,Matí,Desconegut,0,1,0,1,2,"4583281,17","432445,53"
2010S002207,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,270901,Pujades,0011 0011,Dimecres,3,Laboral,2010,3,Març,31,11,Matí,Desconegut,0,1,0,1,3,"4582654,69","432128,84"
2010S008550,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,197302,Marina,0079 0079,Diumenge,7,Laboral,2010,12,Desembre,12,06,Matí,Desconegut,0,1,0,1,2,"4582674,30","432212,88"
2010S003723,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,197302,Marina,0114 0116,Diumenge,7,Laboral,2010,5,Maig,30,17,Tarda,Desconegut,0,3,0,3,2,"4582910,42","432063,23"
2010S007420,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,249304,Pere IV,0115 0115,Dimarts,2,Laboral,2010,11,Novembre,2,08,Matí,Desconegut,0,1,0,1,2,"4583496,91","432745,27"
2010S000073,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,146902,Glòries Catalanes,0037 0038,Dimarts,2,Laboral,2010,1,Gener,5,14,Tarda,Desobeir el senyal del semàfor,0,1,0,1,1,"4583765,92","432129,54"
2010S000754,10,Sant Martí,105-10-66,el Parc i la Llacuna del Poblenou,146902,Glòries Catalanes,0038X0038X,Dijous,4,Laboral,2010,1,Gener,14,02,Nit,Desconegut,0,1,0,1,2,"4583801,08","432132,45"
2010S001103,1,Ciutat Vella,11-1-1,el Raval,308301,Sant Oleguer,0017X0017X,Dissabte,6,Laboral,2010,2,Febrer,13,21,Tarda,Desconegut,0,2,0,2,1,"4580957,75","430755,08"
2010S002281,1,Ciutat Vella,11-1-1,el Raval,198804,Paral·lel,0060X0060X,Dimarts,2,Laboral,2010,4,Abril,6,00,Nit,Desconegut,0,2,0,2,2,"4580736,85","430584,66"
2010S002970,1,Ciutat Vella,11-1-1,el Raval,308709,Sant Pau,0002 0002,Dissabte,6,Laboral,2010,5,Maig,1,10,Matí,Desconegut,0,1,0,1,2,"4580771,22","430410,21"
2010S005192,1,Ciutat Vella,11-1-1,el Raval,34308,Rambla,0033 0033,Diumenge,7,Laboral,2010,7,Juliol,25,22,Nit,Desconegut,0,1,0,1,2,"4581161,59","431004,73"
2010S008693,10,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,700884,Voluntaris Olímpics,9999 9999,Dijous,4,Laboral,2010,12,Desembre,16,02,Nit,Desconegut,0,1,0,1,2,"4582106,89","432804,53"
2010S002150,10,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,197302,Marina,0018 0018,Diumenge,7,Laboral,2010,3,Març,28,17,Tarda,Desconegut,0,2,0,2,2,"4582085,72","432873,59"
2010S002155,10,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,701266,Litoral (Llobregat),000830000,Diumenge,7,Laboral,2010,3,Març,28,18,Tarda,Desconegut,0,2,0,2,2,"4582422,11","433092,03"
2010S006535,10,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,132908,Ramon Trias Fargas,0014 0014,Dilluns,1,Laboral,2010,9,Setembre,27,13,Matí,Desconegut,0,1,0,1,1,"4582084,63","432662,17"
2010S001880,10,Sant Martí,105-10-67,la Vila Olímpica del Poblenou,700662,Salvador Espriu,0001 0001,Dijous,4,Laboral,2010,3,Març,18,12,Matí,Desconegut,0,1,0,1,2,"4582025,11","432638,36"
2010S002138,1,Ciutat Vella,12-1-2,el Barri Gòtic,74404,Catalunya,0017 0017,Dissabte,6,Laboral,2010,3,Març,27,17,Tarda,Desconegut,0,1,0,1,2,"4582009,39","430724,06"
2010S003239,1,Ciutat Vella,12-1-2,el Barri Gòtic,277503,Regomir,0024 0024,Dimecres,3,Laboral,2010,5,Maig,12,11,Matí,Desconegut,0,1,0,1,2,"4581387,95","431428,37"
2010S006567,1,Ciutat Vella,12-1-2,el Barri Gòtic,269108,Portal de la Pau,9998 9998,Dimarts,2,Laboral,2010,9,Setembre,28,18,Tarda,Desconegut,0,0,0,0,2,"4580793,18","431243,02"
2010S008400,1,Ciutat Vella,12-1-2,el Barri Gòtic,701266,Litoral (Llobregat),001010000,Dilluns,1,Laboral,2010,12,Desembre,6,03,Nit,Desconegut,0,2,0,2,1,"4581360,32","431665,05"
2010S000063,1,Ciutat Vella,12-1-2,el Barri Gòtic,701266,Litoral (Llobregat),001020000,Dimarts,2,Laboral,2010,1,Gener,5,02,Nit,Desconegut,0,4,0,4,2,"4581294,61","431586,98"
2010S008606,1,Ciutat Vella,12-1-2,el Barri Gòtic,701266,Litoral (Llobregat),001070000,Dimarts,2,Laboral,2010,12,Desembre,14,10,Matí,Desconegut,0,0,0,0,1,"4580873,14","431316,64"
2010S005868,1,Ciutat Vella,12-1-2,el Barri Gòtic,701266,Litoral (Llobregat),001070000,Dimarts,2,Laboral,2010,8,Agost,31,06,Matí,Desconegut,0,1,0,1,1,"4580873,14","431316,64"
2010S005068,1,Ciutat Vella,12-1-2,el Barri Gòtic,177101,Laietana,0023 0023,Dimecres,3,Laboral,2010,7,Juliol,21,09,Matí,Desconegut,0,1,0,1,2,"4581684,84","431338,71"
2010S002609,1,Ciutat Vella,12-1-2,el Barri Gòtic,16102,Àngel J. Baixeras,0009 0009,Dilluns,1,Laboral,2010,4,Abril,19,11,Matí,Desconegut,0,2,0,2,4,"4581512,42","431497,09"
2010S006810,1,Ciutat Vella,12-1-2,el Barri Gòtic,16102,Àngel J. Baixeras,0009 0009,Dijous,4,Laboral,2010,10,Octubre,7,09,Matí,Desconegut,0,1,0,1,2,"4581512,42","431497,09"
2010S002172,1,Ciutat Vella,14-1-4,"Sant Pere, Santa Caterina i la Ribera",163504,Isabel II,0002 0002,Dimarts,2,Laboral,2010,3,Març,30,07,Matí,Desconegut,0,2,0,2,2,"4581414,99","431649,18"
2010S001462,1,Ciutat Vella,14-1-4,"Sant Pere, Santa Caterina i la Ribera",163504,Isabel II,0014B0014B,Dilluns,1,Laboral,2010,3,Març,1,05,Nit,Desobeir el senyal del semàfor,0,0,1,1,1,"4581519,65","431716,96"
2010S004491,1,Ciutat Vella,14-1-4,"Sant Pere, Santa Caterina i la Ribera",201400,Picasso,0042 0044,Dilluns,1,Laboral,2010,6,Juny,28,17,Tarda,Transitar a peu per la calçada,0,1,0,1,1,"4581897,09","431881,21"
2010S001603,1,Ciutat Vella,14-1-4,"Sant Pere, Santa Caterina i la Ribera",201400,Picasso,0046 0046,Divendres,5,Laboral,2010,3,Març,5,19,Tarda,Desconegut,0,3,0,3,2,"4581883,77","431894,53"
2010S006144,1,Ciutat Vella,14-1-4,"Sant Pere, Santa Caterina i la Ribera",240707,Palau,9999 9999,Dissabte,6,Laboral,2010,9,Setembre,11,17,Tarda,Desconegut,0,2,0,2,2,"4581571,40","431732,03"
2010S003913,1,Ciutat Vella,13-1-3,la Barceloneta,197903,Marítim de la Barceloneta,0023 0031,Diumenge,7,Laboral,2010,6,Juny,6,13,Matí,Desconegut,0,1,0,1,1,"4581632,78","432664,28"
2010S002525,1,Ciutat Vella,12-1-2,el Barri Gòtic,177101,Laietana,0043 0043,Dijous,4,Laboral,2010,4,Abril,15,15,Tarda,Desconegut,0,2,0,2,2,"4581986,04","431037,26"
2010S005480,1,Ciutat Vella,13-1-3,la Barceloneta,15405,Andrea Dòria,0032 0032,Divendres,5,Laboral,2010,8,Agost,6,15,Tarda,Desconegut,0,0,0,0,1,"4581322,23","432440,90"
2010S002226,1,Ciutat Vella,12-1-2,el Barri Gòtic,268808,Portal de l'Àngel,0026 0026,Dijous,4,Laboral,2010,4,Abril,1,11,Matí,Desconegut,0,1,0,1,1,"4581940,60","430832,17"
2010S008991,1,Ciutat Vella,13-1-3,la Barceloneta,174001,Judici,0003 0003,Dimarts,2,Laboral,2010,12,Desembre,28,09,Matí,Desconegut,0,1,0,1,2,"4580873,27","432209,26"
2010S002510,2,Eixample,21-2-10,Sant Antoni,110803,Entença,0048 0048,Dijous,4,Laboral,2010,4,Abril,15,08,Matí,Desconegut,0,2,0,2,2,"4581029,27","429205,40"
2010S000455,2,Eixample,21-2-10,Sant Antoni,110803,Entença,0030 0030,Dimecres,3,Laboral,2010,1,Gener,20,12,Matí,Desconegut,0,3,0,3,1,"4580932,70","429299,81"
2010S001267,1,Ciutat Vella,14-1-4,"Sant Pere, Santa Caterina i la Ribera",201400,Picasso,0016 0016,Dissabte,6,Laboral,2010,2,Febrer,20,13,Matí,Desconegut,0,1,0,1,2,"4582101,79","431680,77"
2010S007994,1,Ciutat Vella,14-1-4,"Sant Pere, Santa Caterina i la Ribera",271100,Pujades,0003 0003,Diumenge,7,Laboral,2010,11,Novembre,21,16,Tarda,Desconegut,0,1,0,1,1,"4582214,74","431656,75"
2010S002390,1,Ciutat Vella,14-1-4,"Sant Pere, Santa Caterina i la Ribera",18006,Antonio López,0002 0002,Dissabte,6,Laboral,2010,4,Abril,10,18,Tarda,Desconegut,0,1,0,1,2,"4581479,27","431580,24"
2010S004455,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0489 0489,Diumenge,7,Laboral,2010,6,Juny,27,14,Tarda,Desconegut,0,1,0,1,2,"4581330,34","429414,00"
2010S001183,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,191204,Mallorca,0041 0043,Dimecres,3,Laboral,2010,2,Febrer,17,14,Tarda,Desobeir el senyal del semàfor,0,1,0,1,1,"4581660,64","428797,48"
2010S008223,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,184402,Llança,0035 0035,Dilluns,1,Laboral,2010,11,Novembre,29,16,Tarda,Desconegut,0,1,0,1,2,"4581222,69","428611,85"
2010S007110,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,18505,Aragó,0039 0039,Dimecres,3,Laboral,2010,10,Octubre,20,12,Matí,Desconegut,0,1,0,1,2,"4581244,19","428754,43"
2010S006676,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,169409,Corts Catalanes,0427 0429,Divendres,5,Laboral,2010,10,Octubre,1,19,Tarda,Desconegut,0,1,0,1,2,"4581088,02","429161,71"
2010S001282,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,110803,Entença,0139 0139,Diumenge,7,Laboral,2010,2,Febrer,21,05,Nit,Desconegut,0,1,0,1,2,"4581508,33","428706,29"
2010S006878,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,18505,Aragó,0041 0041,Diumenge,7,Laboral,2010,10,Octubre,10,01,Nit,Desconegut,0,2,0,2,2,"4581281,59","428792,63"
2010S004702,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,245802,París,0002 0002,Dimarts,2,Laboral,2010,7,Juliol,6,17,Tarda,Desconegut,0,1,0,1,2,"4581938,59","428347,41"
2010S003280,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,54509,Calàbria,0177 0177,Dijous,4,Laboral,2010,5,Maig,13,22,Nit,Desconegut,0,1,0,1,3,"4581610,85","428980,57"
2010S001773,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,287201,Roma,0070 0072,Diumenge,7,Laboral,2010,3,Març,14,06,Matí,Desconegut,0,0,0,0,15,"4581598,10","428855,07"
2010S002455,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,361406,Viladomat,0140C0140C,Dimarts,2,Laboral,2010,4,Abril,13,13,Matí,Desconegut,0,1,0,1,2,"4581464,18","429350,52"
2010S002285,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,289105,Rosselló,0008 0010,Dimarts,2,Laboral,2010,4,Abril,6,08,Matí,Desobeir el senyal del semàfor,0,1,0,1,1,"4581745,83","428534,88"
2010S003721,2,Eixample,21-2-10,Sant Antoni,169409,Corts Catalanes,0464 0466,Diumenge,7,Laboral,2010,5,Maig,30,13,Matí,Desconegut,0,1,0,1,3,"4581199,58","429355,30"
2010S001010,2,Eixample,21-2-10,Sant Antoni,87009,Comte Borrell,0039D0039D,Dimecres,3,Laboral,2010,2,Febrer,10,21,Tarda,Desconegut,0,1,0,1,2,"4580950,36","429999,54"
2010S005675,2,Eixample,21-2-10,Sant Antoni,192502,Manso,0018 0018,Dijous,4,Laboral,2010,8,Agost,19,17,Tarda,Desconegut,0,0,0,0,2,"4580857,88","429767,74"
2010S003933,2,Eixample,21-2-10,Sant Antoni,169409,Corts Catalanes,0522 0522,Dilluns,1,Laboral,2010,6,Juny,7,09,Matí,Desconegut,0,2,0,2,2,"4581480,03","429640,96"
2010S005455,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,162002,Josep Tarradellas,0118 0118,Dijous,4,Laboral,2010,8,Agost,5,14,Tarda,Desconegut,0,2,0,2,1,"4582435,80","428427,29"
2010S004933,2,Eixample,22-2-9,la Nova Esquerra de l'Eixample,180208,Londres,0023 0023,Dijous,4,Laboral,2010,7,Juliol,15,13,Matí,Desconegut,0,1,0,1,1,"4582323,43","428518,05"
2010S001766,2,Eixample,21-2-10,Sant Antoni,213908,Mistral,0037 0037,Dissabte,6,Laboral,2010,3,Març,13,21,Tarda,Desconegut,0,2,0,2,2,"4580899,54","429485,33"
2010S007995,2,Eixample,21-2-10,Sant Antoni,323203,Sepúlveda,0131 0133,Diumenge,7,Laboral,2010,11,Novembre,21,15,Tarda,Desconegut,0,3,0,3,3,"4581453,74","429773,14"
2010S008743,2,Eixample,21-2-10,Sant Antoni,323203,Sepúlveda,0147 0149,Divendres,5,Laboral,2010,12,Desembre,17,20,Tarda,Desconegut,0,1,0,1,2,"4581534,57","429855,62"
2010S002734,2,Eixample,21-2-10,Sant Antoni,329902,Tamarit,0160 0160,Divendres,5,Laboral,2010,4,Abril,23,10,Matí,Desconegut,0,3,0,3,2,"4581253,18","429980,46"
2010S003047,2,Eixample,21-2-10,Sant Antoni,7702,Aldana,0002 0002,Dimecres,3,Laboral,2010,5,Maig,5,08,Matí,Desconegut,0,1,0,1,1,"4580761,19","430244,98"
2010S006241,2,Eixample,24-2-7,la Dreta de l'Eixample,144601,Diagonal,0374B0374B,Dimecres,3,Laboral,2010,9,Setembre,15,13,Matí,Desconegut,0,1,0,1,2,"4583412,75","430554,29"
